ObjectId,Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
89,Guinea-Bissau,GW,GNB,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.136,-0.076,0.146,-0.228,-0.387,-0.052,-0.282,-0.447,0.704,0.343,-0.045,0.275,0.592,-0.143,-0.188,-0.096,0.399,0.324,0.516,0.68,0.486,0.369,1.055,0.562,0.379,0.525,0.861,0.704,0.476,0.988,0.762,0.683,0.872,0.728,0.767,0.942,1.087,1.506,0.707,0.955,1.205,1.259,1.034,1.17,1.436,1.178,0.976,1.347,0.791,1.192,1.024,0.801,0.868,1.067,1.129,1.442,1.523,1.019,1.319,1.704,1.662,1.328,1.586,1.707
90,Guyana,GY,GUY,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.011,-0.082,-0.199,0.247,-0.033,0.252,-0.131,-0.3,0.434,0.345,-0.477,-0.062,0.147,-0.31,-0.304,-0.275,0.095,0.022,0.341,0.38,0.291,0.306,0.386,-0.295,-0.251,0.083,0.634,0.43,0.066,0.576,0.187,0.142,0.078,0.35,0.863,0.558,0.694,1.17,0.51,0.846,0.836,1.022,1.175,1.034,1.385,1.062,1.084,0.974,1.451,1.467,1.095,1.183,1.115,1.409,1.855,1.931,1.446,1.287,1.29,1.608,1.248,1.292,2.073,2.748
91,Haiti,HT,HTI,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.031,-0.018,-0.046,0.154,-0.18,0.02,-0.202,-0.175,0.152,-0.234,-0.25,0.101,0.484,0.011,0.347,-0.334,0.27,0.053,0.138,0.6,0.679,0.468,0.693,0.332,0.28,0.301,0.971,0.779,0.433,0.792,0.797,0.456,0.198,0.855,0.795,0.296,0.76,0.993,0.772,,0.632,0.809,1.014,0.792,0.897,0.774,0.912,0.432,0.753,1.02,0.539,0.752,1.034,1.353,1.396,1.327,1.084,1.244,1.502,1.669,1.259,1.26,1.715,1.758
92,Holy See,VA,VAT,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.71,0.078,-0.145,0.21,-0.427,0.243,0.142,0.03,0.005,-0.146,-0.247,-0.177,0.025,-0.202,-0.131,-0.402,0.306,-0.631,0.046,-0.596,-0.522,0.525,0.189,-0.555,0.27,0.598,0.198,0.725,0.126,1.101,-0.051,0.467,0.417,1.414,0.127,0.293,0.786,0.872,0.729,1.156,1.532,0.741,1.539,0.514,0.446,0.611,1.314,0.967,1.012,0.755,1.024,1.5,0.875,1.323,1.451,1.532,1.26,1.757,1.395,1.571,1.409,1.886,2.056,2.679
93,Honduras,HN,HND,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.081,-0.132,-0.211,-0.045,-0.07,0.051,-0.322,-0.304,0.231,-0.103,-0.177,0.327,0.518,-0.239,0.105,-0.117,0.44,0.235,0.411,0.472,0.18,0.526,0.675,0.215,0.208,0.154,0.513,0.608,0.167,0.288,0.491,0.492,0.239,0.825,0.903,0.119,0.848,1.084,0.343,0.011,0.215,0.616,0.621,0.513,0.851,0.603,0.736,0.484,0.788,0.75,0.656,0.565,0.84,0.624,1.079,1.252,0.909,0.755,1.215,1.665,1.104,0.808,1.476,1.571
94,Hungary,HU,HUN,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",1.181,-0.414,-0.457,-0.869,-0.877,0.761,0.601,0.388,-0.274,-0.506,-0.064,0.389,-0.034,0.261,0.859,-0.271,0.552,-0.869,0.05,-0.617,0.147,0.105,0.993,-0.148,-1.064,0.363,-0.538,0.396,0.878,1.086,-0.04,0.932,0.089,1.767,0.655,-0.313,-0.125,1.103,0.623,1.756,1.414,1.444,0.729,0.561,0.253,0.706,2.146,1.499,1.616,0.81,0.896,1.738,1.168,2.209,2.053,1.883,1.327,2.513,2.339,1.978,1.422,2.114,2.526,3.316
95,Iceland,IS,ISL,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.613,-0.217,0.009,1.15,-0.175,-0.575,-0.678,-0.722,-1.016,-0.763,-0.099,0.744,-0.132,0.488,-0.448,0.331,-0.291,-0.002,-1.32,0.323,-0.98,-0.334,-0.935,0.119,0.079,-0.166,0.607,-0.171,-0.263,0.074,0.679,0.134,0.126,-0.196,-0.428,0.467,0.339,0.148,0.416,0.246,0.557,0.762,1.788,1.238,0.458,1.038,1.113,0.766,0.927,1.18,0.991,0.714,0.703,1.621,0.378,1.372,1.658,0.785,1.294,0.752,0.892,1.174,0.509,0.035
96,India,IN,IND,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.179,-0.474,-0.019,-0.031,-0.068,0.32,-0.201,-0.188,0.354,0.054,-0.487,0.004,0.298,0.013,-0.323,-0.046,0.127,-0.176,0.289,0.388,0.059,-0.021,-0.136,-0.121,0.202,0.183,0.562,0.495,-0.019,-0.085,0.183,0.013,0.199,0.084,0.207,0.298,-0.085,0.572,0.463,0.331,0.456,0.799,0.665,0.54,0.558,0.635,0.6,0.263,1.143,1.134,0.345,0.48,0.421,0.517,0.694,1.071,0.956,0.876,0.795,0.508,0.732,0.775,0.896,1.136
97,Indonesia,ID,IDN,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.049,0.016,-0.105,0.002,-0.203,0.016,-0.136,-0.055,0.165,0.171,-0.173,-0.067,0.275,-0.13,-0.114,0.002,0.099,0.066,0.182,0.188,0.127,-0.074,0.348,-0.197,0.043,0.017,0.402,0.359,0.031,0.082,0.211,0.203,0.204,0.312,0.342,0.358,0.378,0.971,0.235,0.234,0.47,0.594,0.621,0.574,0.709,0.388,0.43,0.226,0.532,0.742,0.306,0.432,0.76,0.75,0.771,1.41,0.957,0.879,1.045,1.233,1.02,0.969,1.101,1.472
98,"Iran, Islamic Rep. of",IR,IRN,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.074,0.235,0.74,-0.661,-0.276,0.755,-0.287,-0.275,-0.371,0.943,0.086,-0.943,-0.178,-0.657,-0.194,-0.509,0.409,0.282,0.691,0.472,0.673,-0.138,-0.145,0.087,0.192,0.168,0.481,0.665,0.213,0.711,0.318,-0.834,-0.084,0.744,0.677,0.208,0.602,1.143,1.611,1.157,1.455,1.605,0.884,1.462,0.779,1.81,0.836,1.059,1.147,2.191,1.318,1.087,1.607,1.03,1.817,1.602,1.682,2,1.527,1.287,2.119,2.264,2.159,2.457
99,Iraq,IQ,IRQ,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.161,0.919,0.477,-0.776,-0.102,0.997,-0.809,-0.242,0.273,0.688,-0.167,-0.736,-0.258,-0.461,-0.254,-0.805,0.285,0.108,1.204,-0.01,0.242,-0.414,-0.814,0.038,0.032,0.392,0.372,0.108,0.183,0.363,0.613,-1.192,-0.476,1.006,0.383,0.825,0.316,1.298,1.917,0.991,1.278,1.148,0.957,1.093,0.541,1.629,0.983,1.171,0.873,2.686,0.884,1.281,1.256,1.172,1.957,1.705,1.612,2.449,1.685,1.924,2.669,2.172,2.048,2.29
100,Ireland,IE,IRL,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.268,-0.687,-0.773,0.156,-0.557,-0.039,-0.014,0.063,-0.279,0.048,0.331,-0.279,0.351,-0.222,0.697,0.551,-0.293,0.243,-0.701,-0.073,0.36,0.136,0.388,0.321,-0.455,-0.742,-0.159,0.228,1.03,0.811,0.183,0.43,0.047,0.266,1.182,-0.021,0.963,0.923,1.058,0.552,0.53,0.811,1.004,0.881,1.163,1.151,1.344,0.822,0.788,-0.122,0.54,0.691,0.559,1.304,0.368,0.966,1.194,0.71,1.125,1.003,0.946,1.687,1.544,1.309
101,Isle of Man,IM,IMN,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.358,-0.749,-0.825,0.088,-0.587,-0.109,0.098,0.027,-0.297,0.038,0.305,-0.199,0.288,-0.207,0.691,0.657,-0.346,0.2,-0.786,-0.042,0.28,0.063,0.37,0.343,-0.503,-0.697,-0.235,0.255,1.088,0.898,0.165,0.446,-0.053,0.254,1.148,-0.126,0.911,0.915,1.094,0.611,0.498,0.877,1.034,0.936,1.149,1.215,1.315,0.804,0.846,-0.137,0.657,0.588,0.423,1.462,0.348,1.043,1.306,0.82,1.116,1.155,0.979,1.796,1.525,1.416
102,Israel,IL,ISR,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.108,0.81,0.832,-0.634,-0.033,0.602,-0.928,-0.118,0.238,0.194,-0.37,-0.521,-0.499,-0.282,-0.439,-0.603,-0.018,-0.101,0.587,-0.222,-0.241,-0.593,-1.089,-0.24,-0.012,0.029,-0.32,0.017,-0.188,-0.129,0.368,-1.046,-0.376,0.795,-0.151,0.345,-0.116,0.893,0.895,0.296,0.91,0.793,0.629,0.606,0.254,0.635,0.538,0.769,0.833,2.299,0.566,1.031,1.111,0.915,1.373,1.688,0.808,2.054,1.232,1.476,1.817,1.105,1.939,2.313
103,Italy,IT,ITA,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.811,0.039,-0.354,0.145,-0.424,0.304,0.297,0.012,-0.107,-0.162,-0.159,-0.146,0.022,-0.12,0.068,-0.325,0.28,-0.544,0.008,-0.432,-0.294,0.491,0.365,-0.464,0.12,0.442,0.189,0.834,0.414,1.133,0.033,0.534,0.517,1.513,0.424,0.233,0.942,0.965,0.921,1.256,1.565,0.943,1.56,0.782,0.594,0.867,1.577,1.157,1.255,0.788,1.27,1.567,1.039,1.655,1.726,1.735,1.642,1.862,1.69,1.91,1.603,2.184,2.32,2.799
104,Jamaica,JM,JAM,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.043,-0.05,-0.12,-0.052,-0.235,-0.008,-0.199,-0.122,0.242,-0.243,-0.369,0.021,0.38,0.146,0.246,-0.344,,,,0.667,0.743,0.419,0.769,0.298,0.332,0.355,0.958,0.762,0.386,0.674,0.746,0.846,0.433,0.923,0.896,0.319,0.786,1.199,0.558,0.272,0.535,0.764,0.934,0.767,0.856,0.88,0.876,0.511,0.794,1.319,0.612,0.762,1.05,1.293,1.366,1.525,1.225,1.418,1.723,1.839,1.502,1.393,1.868,1.922
105,Japan,JP,JPN,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.666,0.123,-0.056,0.26,-0.524,0.018,0.034,-0.496,-0.043,-0.374,-0.331,0.228,0.328,-0.484,0.043,-0.507,-0.154,0.234,0.463,-0.205,-0.633,-0.042,0.108,-0.605,0.13,-0.686,0.322,-0.157,0.556,1.133,0.724,0.331,0.011,0.958,0.341,-0.135,0.445,1.191,0.94,0.622,0.403,0.615,0.303,1.095,0.715,0.365,0.978,0.648,0.789,0.909,0.579,0.37,0.6,0.537,0.813,1.302,0.771,0.899,1.248,1.41,1.237,1.301,1.822,2.19
106,Jordan,JO,JOR,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.18,0.99,0.789,-0.655,-0.003,0.735,-1.052,-0.136,0.376,0.189,-0.424,-0.646,-0.532,-0.369,-0.574,-0.781,-0.023,-0.031,0.731,-0.144,-0.198,-0.733,-1.116,-0.277,-0.049,0.028,-0.175,-0.015,-0.106,-0.069,0.492,-1.126,-0.519,0.934,-0.055,0.479,-0.186,1.012,1.038,0.373,0.986,0.674,0.522,0.635,0.172,0.754,0.512,0.732,0.558,2.604,0.519,1.102,1.053,0.857,1.501,1.734,1.017,2.056,1.353,1.692,2,1.413,1.915,2.179
107,"Kazakhstan, Rep. of",KZ,KAZ,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.282,-0.375,-0.051,2.025,-0.42,1.873,0.474,1.359,1.485,1.637,2.243,0.119,2.142,1.553,1.435,2.184,1.541,1.17,1.285,0.716,1.131,1.591,0.657,1.579,2.208,1.732,0.621,1.469,2.833,1.436,2.698,2.627,2.115
108,Kenya,KE,KEN,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.29,-0.234,-0.203,-0.439,-0.303,0.073,-0.048,-0.633,0.076,0.19,-0.249,0.232,0.543,-0.05,-0.006,0.217,0.179,-0.009,0.065,0.668,0.274,0.316,0.595,0.19,-0.014,0.172,0.758,0.642,-0.093,0.051,0.346,0.489,0.1,0.55,0.423,0.428,0.473,0.297,0.286,0.553,0.603,0.764,0.926,0.669,0.928,0.976,0.723,0.792,1.405,1.21,1.098,0.981,0.888,0.968,1.137,1.174,1.401,0.508,1.467,1.164,1.244,1.23,1.424,1.752
109,Kiribati,KI,KIR,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.015,-0.111,-0.057,-0.166,-0.336,-0.004,-0.027,-0.003,0.371,0.114,-0.429,-0.284,0.148,-0.144,-0.234,-0.235,0.125,0.225,0.144,0.189,0.252,0.22,0.17,-0.097,0.103,0.378,0.173,0.139,-0.131,0.291,0.301,0.22,-0.077,0.207,0.574,0.41,0.208,0.632,0.043,0.309,0.591,0.692,0.342,,,0.105,0.456,0.424,0.778,0.486,0.503,0.603,0.802,0.942,1.077,1.404,1.216,1.122,1.124,1.485,1.206,1.156,1.67,2.064
110,"Korea, Dem. People's Rep. of",KP,PRK,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.495,-0.053,-0.103,0.241,-0.207,-0.063,0.166,-0.467,-0.457,-0.38,-0.272,-0.16,0.627,-0.464,0.92,-0.32,0.169,0.693,0.646,0.01,-0.587,0.913,0.592,-0.149,0.15,-0.71,0.222,0.55,1.209,1.313,0.582,0.759,0.559,1.344,0.683,0.262,0.972,1.768,1.371,0.59,0.841,0.84,0.931,1.581,0.85,0.687,1.6,1.51,1.057,0.373,0.502,0.401,0.298,1.583,1.284,1.489,1.681,0.969,1.918,1.901,1.886,1.626,2.076,2.655
111,"Korea, Rep. of",KR,KOR,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.64,-0.091,-0.478,0.604,-0.165,0.111,0.18,-0.669,-0.28,-0.482,-0.182,-0.071,0.535,-0.782,0.591,-0.473,0.128,0.803,0.612,-0.445,-0.739,0.448,0.478,-0.26,0.287,-0.736,0.4,0.276,0.799,1.248,0.293,0.637,0.054,1.259,0.424,-0.018,0.735,1.486,1.062,0.422,0.902,0.656,0.635,1.218,0.94,0.525,1.296,0.988,0.983,0.52,0.325,0.407,0.54,1.055,0.991,1.667,1.468,0.961,1.527,1.503,1.686,1.526,1.64,2.54
112,Kuwait,KW,KWT,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.245,0.833,0.511,-0.747,0.089,0.827,-0.641,-0.278,0.385,0.497,-0.183,-0.796,-0.259,-0.376,-0.271,-0.679,0.328,0,1.28,0.42,0.331,-0.223,-0.697,0.259,0.028,0.493,0.741,0.473,0.17,0.393,0.5,-0.564,-0.108,0.982,0.212,0.924,0.526,1.357,2.072,1.275,1.276,1.614,1.579,1.523,0.727,1.935,1.107,1.344,1.233,2.528,1.308,1.497,1.348,1.474,2.131,1.732,2.018,2.417,1.949,2.029,2.722,2.311,2.094,2.476
